date,cy_date,year,month_name,date_yy_mmm,product_code,customer_code,market_code,order_date,sales_qty,sales_amount,currency,profit_margin_percentage,profit_margin,cost_price
2020-01-30,2020-01-01,2020,January,"20-Jan",Prod279,Cus020,Mark011,2020-01-30,1,222,INR,0.28,62.16,159.84
2020-01-31,2020-01-01,2020,January,"20-Jan",Prod279,Cus020,Mark011,2020-01-31,1,222,INR,-0.02,-4.44,226.44
2020-01-02,2020-01-01,2020,January,"20-Jan",Prod278,Cus020,Mark011,2020-01-02,1,306,INR,0.1,30.6,275.4
2020-01-08,2020-01-01,2020,January,"20-Jan",Prod278,Cus020,Mark011,2020-01-08,1,306,INR,-0.28,-85.68,391.68
2020-01-13,2020-01-01,2020,January,"20-Jan",Prod278,Cus020,Mark011,2020-01-13,1,556,INR,0.22,122.32,433.68
2020-01-16,2020-01-01,2020,January,"20-Jan",Prod278,Cus020,Mark011,2020-01-16,1,222,INR,-0.17,-37.74,259.74
2020-01-21,2020-01-01,2020,January,"20-Jan",Prod278,Cus020,Mark011,2020-01-21,1,222,INR,0.38,84.36,137.64
2020-01-22,2020-01-01,2020,January,"20-Jan",Prod278,Cus020,Mark011,2020-01-22,1,329,INR,0.2,65.8,263.2
2020-01-23,2020-01-01,2020,January,"20-Jan",Prod278,Cus020,Mark011,2020-01-23,1,329,INR,0.15,49.35,279.65
2020-01-24,2020-01-01,2020,January,"20-Jan",Prod278,Cus020,Mark011,2020-01-24,1,546,INR,0.13,70.98,475.02
2020-01-28,2020-01-01,2020,January,"20-Jan",Prod278,Cus020,Mark011,2020-01-28,1,329,INR,0.4,131.6,197.4
2020-01-30,2020-01-01,2020,January,"20-Jan",Prod278,Cus020,Mark011,2020-01-30,1,222,INR,-0.17,-37.74,259.74
2020-01-31,2020-01-01,2020,January,"20-Jan",Prod278,Cus020,Mark011,2020-01-31,1,653,INR,-0.04,-26.12,679.12
2020-01-13,2020-01-01,2020,January,"20-Jan",Prod271,Cus020,Mark011,2020-01-13,1,153,INR,-0.26,-39.78,192.78
2020-01-15,2020-01-01,2020,January,"20-Jan",Prod271,Cus020,Mark011,2020-01-15,1,301,INR,-0.22,-66.22,367.22
2020-01-16,2020-01-01,2020,January,"20-Jan",Prod271,Cus020,Mark011,2020-01-16,1,227,INR,-0.03,-6.81,233.81
2020-01-20,2020-01-01,2020,January,"20-Jan",Prod271,Cus020,Mark011,2020-01-20,1,148,INR,0.1,14.8,133.2
2020-01-21,2020-01-01,2020,January,"20-Jan",Prod271,Cus020,Mark011,2020-01-21,1,148,INR,-0.3,-44.4,192.4
2020-01-22,2020-01-01,2020,January,"20-Jan",Prod271,Cus020,Mark011,2020-01-22,1,153,INR,0.06,9.18,143.82
2020-01-27,2020-01-01,2020,January,"20-Jan",Prod271,Cus020,Mark011,2020-01-27,1,375,INR,-0.06,-22.5,397.5
2020-01-28,2020-01-01,2020,January,"20-Jan",Prod271,Cus020,Mark011,2020-01-28,1,227,INR,0.04,9.08,217.92
2020-01-29,2020-01-01,2020,January,"20-Jan",Prod271,Cus020,Mark011,2020-01-29,1,74,INR,-0.14,-10.36,84.36
2020-01-30,2020-01-01,2020,January,"20-Jan",Prod271,Cus020,Mark011,2020-01-30,1,301,INR,-0.06,-18.06,319.06
2020-01-31,2020-01-01,2020,January,"20-Jan",Prod271,Cus020,Mark011,2020-01-31,1,148,INR,0.35,51.8,96.2
2020-01-15,2020-01-01,2020,January,"20-Jan",Prod265,Cus020,Mark011,2020-01-15,1,245,INR,-0.23,-56.35,301.35
2020-01-17,2020-01-01,2020,January,"20-Jan",Prod265,Cus020,Mark011,2020-01-17,1,343,INR,0.04,13.72,329.28
2020-01-24,2020-01-01,2020,January,"20-Jan",Prod265,Cus020,Mark011,2020-01-24,1,736,INR,0.28,206.08,529.92
2020-01-28,2020-01-01,2020,January,"20-Jan",Prod265,Cus020,Mark011,2020-01-28,1,245,INR,-0.26,-63.7,308.7
2020-01-29,2020-01-01,2020,January,"20-Jan",Prod265,Cus020,Mark011,2020-01-29,1,616,INR,-0.15,-92.4,708.4
2020-01-30,2020-01-01,2020,January,"20-Jan",Prod265,Cus020,Mark011,2020-01-30,1,375,INR,-0.32,-120,495
2020-01-31,2020-01-01,2020,January,"20-Jan",Prod265,Cus020,Mark011,2020-01-31,1,245,INR,-0.19,-46.55,291.55
2020-01-02,2020-01-01,2020,January,"20-Jan",Prod267,Cus020,Mark011,2020-01-02,1,231,INR,0.22,50.82,180.18
2020-01-08,2020-01-01,2020,January,"20-Jan",Prod267,Cus020,Mark011,2020-01-08,1,347,INR,-0.05,-17.35,364.35
2020-01-13,2020-01-01,2020,January,"20-Jan",Prod267,Cus020,Mark011,2020-01-13,1,505,INR,0.06,30.3,474.7
2020-01-15,2020-01-01,2020,January,"20-Jan",Prod267,Cus020,Mark011,2020-01-15,1,250,INR,0.34,85,165
2020-01-17,2020-01-01,2020,January,"20-Jan",Prod267,Cus020,Mark011,2020-01-17,1,588,INR,0.2,117.6,470.4
2020-01-22,2020-01-01,2020,January,"20-Jan",Prod267,Cus020,Mark011,2020-01-22,1,250,INR,0.4,100,150
2020-01-24,2020-01-01,2020,January,"20-Jan",Prod267,Cus020,Mark011,2020-01-24,1,250,INR,-0.29,-72.5,322.5
2020-01-28,2020-01-01,2020,January,"20-Jan",Prod267,Cus020,Mark011,2020-01-28,1,250,INR,0.06,15,235
2020-01-02,2020-01-01,2020,January,"20-Jan",Prod275,Cus020,Mark011,2020-01-02,1,250,INR,-0.03,-7.5,257.5
2020-01-08,2020-01-01,2020,January,"20-Jan",Prod275,Cus020,Mark011,2020-01-08,1,255,INR,0.28,71.4,183.6
2020-01-15,2020-01-01,2020,January,"20-Jan",Prod275,Cus020,Mark011,2020-01-15,1,273,INR,0.02,5.46,267.54
2020-01-17,2020-01-01,2020,January,"20-Jan",Prod275,Cus020,Mark011,2020-01-17,1,375,INR,0.25,93.75,281.25
2020-01-20,2020-01-01,2020,January,"20-Jan",Prod275,Cus020,Mark011,2020-01-20,1,264,INR,-0.29,-76.56,340.56
2020-01-24,2020-01-01,2020,January,"20-Jan",Prod275,Cus020,Mark011,2020-01-24,1,824,INR,-0.29,-238.96,1062.96
2020-01-28,2020-01-01,2020,January,"20-Jan",Prod275,Cus020,Mark011,2020-01-28,1,278,INR,-0.22,-61.16,339.16
2020-01-29,2020-01-01,2020,January,"20-Jan",Prod275,Cus020,Mark011,2020-01-29,1,551,INR,0.11,60.61,490.39
2020-01-30,2020-01-01,2020,January,"20-Jan",Prod275,Cus020,Mark011,2020-01-30,1,694,INR,-0.21,-145.74,839.74
2020-01-31,2020-01-01,2020,January,"20-Jan",Prod275,Cus020,Mark011,2020-01-31,1,829,INR,-0.3,-248.7,1077.7
2020-01-02,2020-01-01,2020,January,"20-Jan",Prod292,Cus020,Mark011,2020-01-02,1,282,INR,-0.28,-78.96,360.96
2020-01-03,2020-01-01,2020,January,"20-Jan",Prod292,Cus020,Mark011,2020-01-03,1,190,INR,0.1,19,171
2020-01-08,2020-01-01,2020,January,"20-Jan",Prod292,Cus020,Mark011,2020-01-08,1,287,INR,0.25,71.75,215.25
2020-01-17,2020-01-01,2020,January,"20-Jan",Prod292,Cus020,Mark011,2020-01-17,1,384,INR,-0.06,-23.04,407.04
2020-01-20,2020-01-01,2020,January,"20-Jan",Prod292,Cus020,Mark011,2020-01-20,1,301,INR,0.11,33.11,267.89
2020-01-24,2020-01-01,2020,January,"20-Jan",Prod292,Cus020,Mark011,2020-01-24,1,611,INR,0.29,177.19,433.81
2020-01-28,2020-01-01,2020,January,"20-Jan",Prod292,Cus020,Mark011,2020-01-28,1,412,INR,-0.09,-37.08,449.08
2020-01-31,2020-01-01,2020,January,"20-Jan",Prod292,Cus020,Mark011,2020-01-31,1,412,INR,-0.08,-32.96,444.96
2020-01-02,2020-01-01,2020,January,"20-Jan",Prod290,Cus020,Mark011,2020-01-02,1,282,INR,0.37,104.34,177.66
2020-01-08,2020-01-01,2020,January,"20-Jan",Prod290,Cus020,Mark011,2020-01-08,1,384,INR,-0.16,-61.44,445.44
2020-01-13,2020-01-01,2020,January,"20-Jan",Prod290,Cus020,Mark011,2020-01-13,1,315,INR,0.34,107.1,207.9
2020-01-16,2020-01-01,2020,January,"20-Jan",Prod290,Cus020,Mark011,2020-01-16,1,412,INR,-0.29,-119.48,531.48
2020-01-17,2020-01-01,2020,January,"20-Jan",Prod290,Cus020,Mark011,2020-01-17,1,384,INR,-0.16,-61.44,445.44
2020-01-20,2020-01-01,2020,January,"20-Jan",Prod290,Cus020,Mark011,2020-01-20,1,199,INR,-0.18,-35.82,234.82
2020-01-24,2020-01-01,2020,January,"20-Jan",Prod290,Cus020,Mark011,2020-01-24,1,713,INR,0.25,178.25,534.75
2020-01-27,2020-01-01,2020,January,"20-Jan",Prod290,Cus020,Mark011,2020-01-27,1,412,INR,-0.17,-70.04,482.04
2020-01-28,2020-01-01,2020,January,"20-Jan",Prod290,Cus020,Mark011,2020-01-28,1,310,INR,-0.12,-37.2,347.2
2020-01-30,2020-01-01,2020,January,"20-Jan",Prod290,Cus020,Mark011,2020-01-30,1,310,INR,0.33,102.3,207.7
2020-01-31,2020-01-01,2020,January,"20-Jan",Prod290,Cus020,Mark011,2020-01-31,1,514,INR,-0.32,-164.48,678.48
2020-01-02,2020-01-01,2020,January,"20-Jan",Prod297,Cus020,Mark011,2020-01-02,1,519,INR,0.33,171.27,347.73
2020-01-13,2020-01-01,2020,January,"20-Jan",Prod297,Cus020,Mark011,2020-01-13,1,569,INR,0.3,170.7,398.3
2020-01-16,2020-01-01,2020,January,"20-Jan",Prod297,Cus020,Mark011,2020-01-16,1,380,INR,0.05,19,361
2020-01-17,2020-01-01,2020,January,"20-Jan",Prod297,Cus020,Mark011,2020-01-17,1,903,INR,-0.2,-180.6,1083.6
2020-01-20,2020-01-01,2020,January,"20-Jan",Prod297,Cus020,Mark011,2020-01-20,1,366,INR,-0.18,-65.88,431.88
2020-01-21,2020-01-01,2020,January,"20-Jan",Prod297,Cus020,Mark011,2020-01-21,1,190,INR,0.14,26.6,163.4
2020-01-22,2020-01-01,2020,January,"20-Jan",Prod297,Cus020,Mark011,2020-01-22,1,375,INR,0.33,123.75,251.25
2020-01-24,2020-01-01,2020,January,"20-Jan",Prod297,Cus020,Mark011,2020-01-24,1,940,INR,-0.06,-56.4,996.4
2020-01-27,2020-01-01,2020,January,"20-Jan",Prod297,Cus020,Mark011,2020-01-27,1,745,INR,0.32,238.4,506.6
2020-01-28,2020-01-01,2020,January,"20-Jan",Prod297,Cus020,Mark011,2020-01-28,1,380,INR,0.06,22.8,357.2
2020-01-29,2020-01-01,2020,January,"20-Jan",Prod297,Cus020,Mark011,2020-01-29,1,750,INR,0.06,45,705
2020-01-30,2020-01-01,2020,January,"20-Jan",Prod297,Cus020,Mark011,2020-01-30,1,375,INR,-0.14,-52.5,427.5
2020-01-02,2020-01-01,2020,January,"20-Jan",Prod296,Cus020,Mark011,2020-01-02,1,514,INR,0.34,174.76,339.24
2020-01-03,2020-01-01,2020,January,"20-Jan",Prod296,Cus020,Mark011,2020-01-03,1,343,INR,-0.33,-113.19,456.19
2020-01-08,2020-01-01,2020,January,"20-Jan",Prod296,Cus020,Mark011,2020-01-08,1,343,INR,0.2,68.6,274.4
2020-01-13,2020-01-01,2020,January,"20-Jan",Prod296,Cus020,Mark011,2020-01-13,1,565,INR,0.2,113,452
2020-01-17,2020-01-01,2020,January,"20-Jan",Prod296,Cus020,Mark011,2020-01-17,1,699,INR,-0.06,-41.94,740.94
2020-01-20,2020-01-01,2020,January,"20-Jan",Prod296,Cus020,Mark011,2020-01-20,1,356,INR,-0.15,-53.4,409.4
2020-01-24,2020-01-01,2020,January,"20-Jan",Prod296,Cus020,Mark011,2020-01-24,1,926,INR,-0.22,-203.72,1129.72
2020-01-27,2020-01-01,2020,January,"20-Jan",Prod296,Cus020,Mark011,2020-01-27,1,741,INR,-0.05,-37.05,778.05
2020-01-28,2020-01-01,2020,January,"20-Jan",Prod296,Cus020,Mark011,2020-01-28,1,741,INR,-0.32,-237.12,978.12
2020-01-29,2020-01-01,2020,January,"20-Jan",Prod296,Cus020,Mark011,2020-01-29,1,556,INR,-0.06,-33.36,589.36
2020-01-30,2020-01-01,2020,January,"20-Jan",Prod296,Cus020,Mark011,2020-01-30,1,556,INR,0.21,116.76,439.24
2020-01-02,2020-01-01,2020,January,"20-Jan",Prod296,Cus019,Mark011,2020-01-02,1,588,INR,0.17,99.96,488.04
2020-01-03,2020-01-01,2020,January,"20-Jan",Prod296,Cus019,Mark011,2020-01-03,1,394,INR,0.35,137.9,256.1
2020-01-07,2020-01-01,2020,January,"20-Jan",Prod296,Cus019,Mark011,2020-01-07,1,389,INR,0.12,46.68,342.32
2020-01-16,2020-01-01,2020,January,"20-Jan",Prod296,Cus019,Mark011,2020-01-16,1,394,INR,0.16,63.04,330.96
2020-01-22,2020-01-01,2020,January,"20-Jan",Prod296,Cus019,Mark011,2020-01-22,1,588,INR,-0.33,-194.04,782.04
2020-01-23,2020-01-01,2020,January,"20-Jan",Prod296,Cus019,Mark011,2020-01-23,1,588,INR,0.23,135.24,452.76
2020-01-29,2020-01-01,2020,January,"20-Jan",Prod296,Cus019,Mark011,2020-01-29,1,389,INR,-0.16,-62.24,451.24
2020-01-30,2020-01-01,2020,January,"20-Jan",Prod296,Cus019,Mark011,2020-01-30,1,389,INR,0.29,112.81,276.19
2020-01-02,2020-01-01,2020,January,"20-Jan",Prod271,Cus019,Mark011,2020-01-02,1,236,INR,-0.18,-42.48,278.48
2020-01-03,2020-01-01,2020,January,"20-Jan",Prod271,Cus019,Mark011,2020-01-03,1,79,INR,-0.3,-23.7,102.7
2020-01-07,2020-01-01,2020,January,"20-Jan",Prod271,Cus019,Mark011,2020-01-07,1,315,INR,0.15,47.25,267.75
2020-01-15,2020-01-01,2020,January,"20-Jan",Prod271,Cus019,Mark011,2020-01-15,1,236,INR,0.1,23.6,212.4
2020-01-21,2020-01-01,2020,January,"20-Jan",Prod271,Cus019,Mark011,2020-01-21,1,79,INR,-0.19,-15.01,94.01
2020-01-22,2020-01-01,2020,January,"20-Jan",Prod271,Cus019,Mark011,2020-01-22,1,236,INR,-0.34,-80.24,316.24
2020-01-23,2020-01-01,2020,January,"20-Jan",Prod271,Cus019,Mark011,2020-01-23,1,315,INR,0.33,103.95,211.05
2020-01-29,2020-01-01,2020,January,"20-Jan",Prod271,Cus019,Mark011,2020-01-29,1,79,INR,0.28,22.12,56.88
2020-01-30,2020-01-01,2020,January,"20-Jan",Prod271,Cus019,Mark011,2020-01-30,1,79,INR,-0.24,-18.96,97.96
2020-01-03,2020-01-01,2020,January,"20-Jan",Prod275,Cus019,Mark011,2020-01-03,1,144,INR,-0.29,-41.76,185.76
2020-01-07,2020-01-01,2020,January,"20-Jan",Prod275,Cus019,Mark011,2020-01-07,1,287,INR,-0.3,-86.1,373.1
2020-01-09,2020-01-01,2020,January,"20-Jan",Prod275,Cus019,Mark011,2020-01-09,1,144,INR,0.34,48.96,95.04
2020-01-16,2020-01-01,2020,January,"20-Jan",Prod275,Cus019,Mark011,2020-01-16,1,431,INR,-0.31,-133.61,564.61
2020-01-20,2020-01-01,2020,January,"20-Jan",Prod275,Cus019,Mark011,2020-01-20,1,144,INR,0.11,15.84,128.16
2020-01-21,2020-01-01,2020,January,"20-Jan",Prod275,Cus019,Mark011,2020-01-21,1,144,INR,-0.24,-34.56,178.56
2020-01-23,2020-01-01,2020,January,"20-Jan",Prod275,Cus019,Mark011,2020-01-23,1,431,INR,0.07,30.17,400.83
2020-01-28,2020-01-01,2020,January,"20-Jan",Prod275,Cus019,Mark011,2020-01-28,1,287,INR,-0.3,-86.1,373.1
2020-01-29,2020-01-01,2020,January,"20-Jan",Prod275,Cus019,Mark011,2020-01-29,1,144,INR,-0.35,-50.4,194.4
2020-01-30,2020-01-01,2020,January,"20-Jan",Prod275,Cus019,Mark011,2020-01-30,1,287,INR,0.21,60.27,226.73
2020-01-16,2020-01-01,2020,January,"20-Jan",Prod269,Cus019,Mark011,2020-01-16,1,495,INR,-0.14,-69.3,564.3
2020-01-20,2020-01-01,2020,January,"20-Jan",Prod269,Cus019,Mark011,2020-01-20,1,250,INR,0.06,15,235
2020-01-22,2020-01-01,2020,January,"20-Jan",Prod269,Cus019,Mark011,2020-01-22,1,375,INR,0.24,90,285
2020-01-23,2020-01-01,2020,January,"20-Jan",Prod269,Cus019,Mark011,2020-01-23,1,375,INR,-0.25,-93.75,468.75
2020-01-27,2020-01-01,2020,January,"20-Jan",Prod269,Cus019,Mark011,2020-01-27,1,250,INR,0.28,70,180
2020-01-30,2020-01-01,2020,January,"20-Jan",Prod269,Cus019,Mark011,2020-01-30,1,250,INR,-0.07,-17.5,267.5
2020-01-09,2020-01-01,2020,January,"20-Jan",Prod134,Cus019,Mark011,2020-01-09,1,245,INR,-0.21,-51.45,296.45
2020-01-11,2020-01-01,2020,January,"20-Jan",Prod134,Cus019,Mark011,2020-01-11,1,60,INR,0.01,0.6,59.4
2020-01-16,2020-01-01,2020,January,"20-Jan",Prod134,Cus019,Mark011,2020-01-16,1,444,INR,-0.13,-57.72,501.72
2020-01-22,2020-01-01,2020,January,"20-Jan",Prod134,Cus019,Mark011,2020-01-22,1,519,INR,0.16,83.04,435.96
2020-01-24,2020-01-01,2020,January,"20-Jan",Prod134,Cus019,Mark011,2020-01-24,1,444,INR,-0.1,-44.4,488.4
2020-01-28,2020-01-01,2020,January,"20-Jan",Prod134,Cus019,Mark011,2020-01-28,1,370,INR,0.38,140.6,229.4
2020-01-29,2020-01-01,2020,January,"20-Jan",Prod134,Cus019,Mark011,2020-01-29,1,296,INR,-0.27,-79.92,375.92
2020-01-30,2020-01-01,2020,January,"20-Jan",Prod134,Cus019,Mark011,2020-01-30,1,444,INR,-0.06,-26.64,470.64
2020-01-30,2020-01-01,2020,January,"20-Jan",Prod297,Cus019,Mark011,2020-01-30,1,597,INR,0.11,65.67,531.33
2020-01-02,2020-01-01,2020,January,"20-Jan",Prod056,Cus019,Mark011,2020-01-02,1,310,INR,0.15,46.5,263.5
2020-01-02,2020-01-01,2020,January,"20-Jan",Prod267,Cus019,Mark011,2020-01-02,1,389,INR,0.19,73.91,315.09
2020-01-02,2020-01-01,2020,January,"20-Jan",Prod270,Cus019,Mark011,2020-01-02,1,250,INR,-0.05,-12.5,262.5
2020-01-02,2020-01-01,2020,January,"20-Jan",Prod283,Cus019,Mark011,2020-01-02,1,153,INR,0.33,50.49,102.51
2020-01-02,2020-01-01,2020,January,"20-Jan",Prod286,Cus019,Mark011,2020-01-02,1,296,INR,0.05,14.8,281.2
2020-01-02,2020-01-01,2020,January,"20-Jan",Prod292,Cus019,Mark011,2020-01-02,1,431,INR,-0.03,-12.93,443.93
2020-01-02,2020-01-01,2020,January,"20-Jan",Prod300,Cus019,Mark011,2020-01-02,1,144,INR,0.26,37.44,106.56
2020-01-03,2020-01-01,2020,January,"20-Jan",Prod267,Cus019,Mark011,2020-01-03,1,264,INR,0.02,5.28,258.72
2020-01-07,2020-01-01,2020,January,"20-Jan",Prod056,Cus019,Mark011,2020-01-07,1,407,INR,-0.17,-69.19,476.19
2020-01-07,2020-01-01,2020,January,"20-Jan",Prod058,Cus019,Mark011,2020-01-07,1,435,INR,0.23,100.05,334.95
2020-01-07,2020-01-01,2020,January,"20-Jan",Prod065,Cus019,Mark011,2020-01-07,1,593,INR,-0.35,-207.55,800.55
2020-01-07,2020-01-01,2020,January,"20-Jan",Prod270,Cus019,Mark011,2020-01-07,1,250,INR,0.14,35,215
2020-01-07,2020-01-01,2020,January,"20-Jan",Prod300,Cus019,Mark011,2020-01-07,1,190,INR,0.26,49.4,140.6
2020-01-08,2020-01-01,2020,January,"20-Jan",Prod054,Cus019,Mark011,2020-01-08,1,310,INR,-0.25,-77.5,387.5
2020-01-09,2020-01-01,2020,January,"20-Jan",Prod058,Cus019,Mark011,2020-01-09,1,435,INR,0.03,13.05,421.95
2020-01-09,2020-01-01,2020,January,"20-Jan",Prod065,Cus019,Mark011,2020-01-09,1,296,INR,0.18,53.28,242.72
2020-01-09,2020-01-01,2020,January,"20-Jan",Prod114,Cus019,Mark011,2020-01-09,1,329,INR,-0.12,-39.48,368.48
2020-01-09,2020-01-01,2020,January,"20-Jan",Prod116,Cus019,Mark011,2020-01-09,1,329,INR,-0.1,-32.9,361.9
2020-01-09,2020-01-01,2020,January,"20-Jan",Prod280,Cus019,Mark011,2020-01-09,1,42,INR,-0.1,-4.2,46.2
2020-01-10,2020-01-01,2020,January,"20-Jan",Prod058,Cus019,Mark011,2020-01-10,1,435,INR,0.21,91.35,343.65
2020-01-10,2020-01-01,2020,January,"20-Jan",Prod280,Cus019,Mark011,2020-01-10,1,42,INR,-0.13,-5.46,47.46
2020-01-15,2020-01-01,2020,January,"20-Jan",Prod065,Cus019,Mark011,2020-01-15,1,287,INR,-0.19,-54.53,341.53
2020-01-15,2020-01-01,2020,January,"20-Jan",Prod114,Cus019,Mark011,2020-01-15,1,227,INR,0.02,4.54,222.46
2020-01-15,2020-01-01,2020,January,"20-Jan",Prod116,Cus019,Mark011,2020-01-15,1,227,INR,0.38,86.26,140.74
2020-01-15,2020-01-01,2020,January,"20-Jan",Prod280,Cus019,Mark011,2020-01-15,1,42,INR,-0.19,-7.98,49.98
2020-01-16,2020-01-01,2020,January,"20-Jan",Prod065,Cus019,Mark011,2020-01-16,1,287,INR,0.09,25.83,261.17
2020-01-16,2020-01-01,2020,January,"20-Jan",Prod114,Cus019,Mark011,2020-01-16,1,454,INR,0.05,22.7,431.3
2020-01-16,2020-01-01,2020,January,"20-Jan",Prod270,Cus019,Mark011,2020-01-16,1,736,INR,0.01,7.36,728.64
2020-01-16,2020-01-01,2020,January,"20-Jan",Prod280,Cus019,Mark011,2020-01-16,1,208,INR,-0.15,-31.2,239.2
2020-01-16,2020-01-01,2020,January,"20-Jan",Prod292,Cus019,Mark011,2020-01-16,1,426,INR,-0.06,-25.56,451.56
2020-01-16,2020-01-01,2020,January,"20-Jan",Prod295,Cus019,Mark011,2020-01-16,1,185,INR,0.11,20.35,164.65
2020-01-16,2020-01-01,2020,January,"20-Jan",Prod300,Cus019,Mark011,2020-01-16,1,144,INR,-0.1,-14.4,158.4
2020-01-17,2020-01-01,2020,January,"20-Jan",Prod058,Cus019,Mark011,2020-01-17,1,856,INR,0.34,291.04,564.96
2020-01-17,2020-01-01,2020,January,"20-Jan",Prod114,Cus019,Mark011,2020-01-17,1,227,INR,-0.11,-24.97,251.97
2020-01-17,2020-01-01,2020,January,"20-Jan",Prod116,Cus019,Mark011,2020-01-17,1,454,INR,-0.21,-95.34,549.34
2020-01-17,2020-01-01,2020,January,"20-Jan",Prod280,Cus019,Mark011,2020-01-17,1,42,INR,0.35,14.7,27.3
2020-01-20,2020-01-01,2020,January,"20-Jan",Prod056,Cus019,Mark011,2020-01-20,1,310,INR,-0.02,-6.2,316.2
2020-01-20,2020-01-01,2020,January,"20-Jan",Prod114,Cus019,Mark011,2020-01-20,1,227,INR,-0.28,-63.56,290.56
2020-01-20,2020-01-01,2020,January,"20-Jan",Prod116,Cus019,Mark011,2020-01-20,1,227,INR,0.23,52.21,174.79
2020-01-20,2020-01-01,2020,January,"20-Jan",Prod280,Cus019,Mark011,2020-01-20,1,42,INR,0.26,10.92,31.08
2020-01-21,2020-01-01,2020,January,"20-Jan",Prod058,Cus019,Mark011,2020-01-21,1,653,INR,-0.11,-71.83,724.83
2020-01-21,2020-01-01,2020,January,"20-Jan",Prod116,Cus019,Mark011,2020-01-21,1,227,INR,-0.03,-6.81,233.81
2020-01-22,2020-01-01,2020,January,"20-Jan",Prod056,Cus019,Mark011,2020-01-22,1,310,INR,0.04,12.4,297.6
2020-01-22,2020-01-01,2020,January,"20-Jan",Prod065,Cus019,Mark011,2020-01-22,1,574,INR,0.27,154.98,419.02
2020-01-22,2020-01-01,2020,January,"20-Jan",Prod280,Cus019,Mark011,2020-01-22,1,292,INR,0.08,23.36,268.64
2020-01-22,2020-01-01,2020,January,"20-Jan",Prod290,Cus019,Mark011,2020-01-22,1,648,INR,0.34,220.32,427.68
2020-01-22,2020-01-01,2020,January,"20-Jan",Prod300,Cus019,Mark011,2020-01-22,1,190,INR,-0.23,-43.7,233.7
2020-01-22,2020-01-01,2020,January,"20-Jan",Prod302,Cus019,Mark011,2020-01-22,1,310,INR,-0.26,-80.6,390.6
2020-01-23,2020-01-01,2020,January,"20-Jan",Prod065,Cus019,Mark011,2020-01-23,1,287,INR,-0.26,-74.62,361.62
2020-01-23,2020-01-01,2020,January,"20-Jan",Prod113,Cus019,Mark011,2020-01-23,1,306,INR,0.09,27.54,278.46
2020-01-23,2020-01-01,2020,January,"20-Jan",Prod114,Cus019,Mark011,2020-01-23,1,454,INR,0.03,13.62,440.38
2020-01-23,2020-01-01,2020,January,"20-Jan",Prod116,Cus019,Mark011,2020-01-23,1,454,INR,0.22,99.88,354.12
2020-01-23,2020-01-01,2020,January,"20-Jan",Prod267,Cus019,Mark011,2020-01-23,1,523,INR,-0.03,-15.69,538.69
2020-01-23,2020-01-01,2020,January,"20-Jan",Prod270,Cus019,Mark011,2020-01-23,1,370,INR,0.12,44.4,325.6
2020-01-23,2020-01-01,2020,January,"20-Jan",Prod286,Cus019,Mark011,2020-01-23,1,296,INR,0.33,97.68,198.32
2020-01-23,2020-01-01,2020,January,"20-Jan",Prod290,Cus019,Mark011,2020-01-23,1,431,INR,0.06,25.86,405.14
2020-01-23,2020-01-01,2020,January,"20-Jan",Prod300,Cus019,Mark011,2020-01-23,1,190,INR,0.08,15.2,174.8
2020-01-23,2020-01-01,2020,January,"20-Jan",Prod302,Cus019,Mark011,2020-01-23,1,292,INR,-0.16,-46.72,338.72
2020-01-24,2020-01-01,2020,January,"20-Jan",Prod053,Cus019,Mark011,2020-01-24,1,208,INR,-0.22,-45.76,253.76
2020-01-24,2020-01-01,2020,January,"20-Jan",Prod056,Cus019,Mark011,2020-01-24,1,208,INR,0.05,10.4,197.6
2020-01-24,2020-01-01,2020,January,"20-Jan",Prod058,Cus019,Mark011,2020-01-24,1,657,INR,0.17,111.69,545.31
2020-01-24,2020-01-01,2020,January,"20-Jan",Prod114,Cus019,Mark011,2020-01-24,1,454,INR,0.34,154.36,299.64
2020-01-27,2020-01-01,2020,January,"20-Jan",Prod054,Cus019,Mark011,2020-01-27,1,417,INR,-0.03,-12.51,429.51
2020-01-27,2020-01-01,2020,January,"20-Jan",Prod267,Cus019,Mark011,2020-01-27,1,264,INR,-0.27,-71.28,335.28
2020-01-28,2020-01-01,2020,January,"20-Jan",Prod114,Cus019,Mark011,2020-01-28,1,454,INR,-0.09,-40.86,494.86
2020-01-28,2020-01-01,2020,January,"20-Jan",Prod280,Cus019,Mark011,2020-01-28,1,42,INR,-0.03,-1.26,43.26
2020-01-29,2020-01-01,2020,January,"20-Jan",Prod065,Cus019,Mark011,2020-01-29,1,574,INR,0.36,206.64,367.36
2020-01-29,2020-01-01,2020,January,"20-Jan",Prod114,Cus019,Mark011,2020-01-29,1,227,INR,-0.22,-49.94,276.94
2020-01-29,2020-01-01,2020,January,"20-Jan",Prod116,Cus019,Mark011,2020-01-29,1,227,INR,0.11,24.97,202.03
2020-01-29,2020-01-01,2020,January,"20-Jan",Prod280,Cus019,Mark011,2020-01-29,1,42,INR,0.15,6.3,35.7
2020-01-30,2020-01-01,2020,January,"20-Jan",Prod056,Cus019,Mark011,2020-01-30,1,306,INR,0.1,30.6,275.4
2020-01-30,2020-01-01,2020,January,"20-Jan",Prod058,Cus019,Mark011,2020-01-30,1,653,INR,-0.25,-163.25,816.25
